CH3COCN     0  3  0  3  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   243
CH3CHCH2    0  6  0  3  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   244
SiC3H5      0  5  0  3  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   245
CH3CH2OH    0  6  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   246
C7H2        0  2  0  7  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   247
C8H         0  1  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   248
C9          0  0  0  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   249
CH3C4H      0  4  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   250
CH3OCH3     0  6  0  2  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   251
HC7N        0  1  0  7  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   252
C4H3CN      0  3  0  5  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   253
C4H5        0  5  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   254
C6H3        0  3  0  6  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   255
C8N         0  0  0  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   256
C5H4        0  4  0  5  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   257
NC8N        0  0  0  8  2  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   258
CH2CHCHCH2  0  6  0  4  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   259
SiC8H       0  1  0  8  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   260
HC8N        0  1  0  8  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   261
CH3COCH3    0  6  0  3  0  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   262
C8H2        0  2  0  8  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   263
C9H         0  1  0  9  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0   264
